,MAGLIE,CAMICIE,GONNE,PANTALONI,VESTITI,GIACCHE
2017-11-02,21,3,3,9,20,5
2017-11-03,38,4,5,20,20,3
2017-11-04,50,12,5,20,56,16
2017-11-05,55,8,4,20,56,20
2017-11-06,22,7,4,7,10,12
2017-11-07,25,4,1,6,15,10
2017-11-08,29,1,4,17,26,6
2017-11-09,38,6,1,14,22,12
2017-11-10,25,9,3,18,27,11
2017-11-11,49,13,3,20,47,17
2017-11-12,63,9,3,23,23,14
2017-11-13,12,4,1,2,5,9
2017-11-14,27,3,2,12,10,5
2017-11-15,22,3,1,8,13,10
2017-11-16,20,4,1,11,10,10
2017-11-17,24,2,1,20,22,9
2017-11-18,55,6,2,20,35,11
2017-11-19,46,4,3,14,25,4
2017-11-20,21,2,0,14,13,8
2017-11-21,17,5,1,10,8,12
2017-11-22,24,5,6,9,12,11
2017-11-23,24,1,1,8,16,7
2017-11-24,109,10,5,54,128,33
2017-11-25,81,12,3,42,68,52
2017-11-26,91,12,0,38,52,28
2017-11-27,57,4,1,19,25,15
2017-11-28,23,0,1,4,12,4
2017-11-29,17,1,0,3,21,5
2017-11-30,25,4,0,8,19,14
2017-12-01,42,3,2,14,26,17
2017-12-02,58,6,0,22,32,28
2017-12-03,47,3,0,17,26,25
2017-12-04,25,0,1,5,14,10
2017-12-05,30,1,4,7,14,7
2017-12-06,32,4,1,6,11,21
2017-12-07,33,0,2,9,18,14
2017-12-08,38,6,3,8,33,25
2017-12-09,60,11,0,17,37,25
2017-12-10,52,3,4,13,27,17
2017-12-11,23,5,0,10,16,9
2017-12-12,31,4,0,8,21,6
2017-12-13,29,3,0,8,21,13
2017-12-14,50,6,0,12,21,7
2017-12-15,51,5,4,9,17,7
2017-12-16,74,6,0,14,41,19
2017-12-17,46,5,1,12,34,20
2017-12-18,42,2,0,13,39,8
2017-12-19,33,3,1,9,29,13
2017-12-20,32,3,1,17,39,6
2017-12-21,53,5,2,9,42,7
2017-12-22,51,1,0,5,48,12
2017-12-23,56,4,1,10,56,15
2017-12-24,43,6,3,8,58,15
2017-12-25,0,0,0,0,0,0
2017-12-26,18,2,0,14,27,9
2017-12-27,34,6,2,12,25,5
2017-12-28,34,3,0,12,25,8
2017-12-29,50,10,1,6,44,10
2017-12-30,56,4,3,9,49,9
2017-12-31,35,5,0,9,41,14

